都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,情報登録日,情報更新日,備考
26000,0000003235,京都府,京丹波町,塩谷古墳公園,シオタニコフンコウエン,,,京都府船井郡京丹波町曽根,,35.157524 ,135.414846 ,休日：無休,,,終日,,無料,小高い丘の上に築かれた、直径8mから最大15.5mの12基の古墳から成り立つ古墳群。平成元年（1989）8月に、一番大きな5号古墳から、全国でも貴重な人物埴輪（巫女埴輪）2体が発掘され、一躍脚光を浴びた。身近に歴史を感じ、親しめるスポットとなっている。※隣接の京丹波味夢の里にて古墳教室開催（詳細は京丹波味夢の里まで）,,JR嵯峨野線「園部」駅からJRバスで「新道口」下車、徒歩20分京都縦貫自動車道「丹波」ICから国道9号～府道444号で約5分,30台,,京丹波町教育委員会,0771-84-0028,,,,,2009-07-13,2021-02-15,トイレ有り（1月～3月は使用不可）
26000,0000003501,京都府,京丹波町,鮎茶屋料理旅館　角屋,カドヤ,,,京都府船井郡京丹波町本庄野畑1番地,,35.261084 ,135.398040 ,休日：不定休,,,11時～鮎料理　6月～ぼたん鍋　11月中旬～,,"季節の懐石料理　5,000円～（税・サ別）ぼたん鍋　5,000円～（税・サ別）天然鮎フルコース　7,200円（税・サ別）宿泊（1泊2食付）　7,000円（税・サ別）",天然鮎の懐石やぼたん鍋、季節の料理など和知の山の幸・川の幸を使った料理が楽しめる。,,JR山陰線「和知」駅下車、徒歩1分京都縦貫自動車道「丹波」ICから国道9号～国道27号和知トンネル前交差点左折約3分,,,鮎茶屋料理旅館　角屋,0771-84-0009,,,,,2009-07-13,2021-02-15,要予約
26000,0000009589,京都府,京丹波町,咲家つる丸,サクヤツルマル,,,京都府船井郡京丹波町橋爪上中島47番地1,,35.180529 ,135.384902 ,休日：水曜日、年末年始,,,11時～15時（土曜日、日曜日、祝日は21時まで）,,,京丹波町瑞穂地区を中心に栽培されている瑞穂そばの専門店。,,京都縦貫自動車道「丹波」ICから国道9号を福知山方面へ約8分（約15km）,普通車25台,車椅子不可,咲家つる丸,090-3894-0260,,,,,2014-02-20,2019-03-08,
26000,0000005972,京都府,京丹波町,和知文七踊り,ワチブンシチオドリ,,,京都府船井郡京丹波町,,,,,,,,,,起源は定かではないが、民芸に乏しかった口丹波地方で、江戸時代中頃から浄瑠璃くずしの音頭が愛好され、そのリズムにのって踊りが生まれたとされている。楽器類は一切使わず音頭の語り手の声と輪並びした踊り子たちの拍手と掛け声だけで進行するのが特徴。,,,,,京丹波町教育委員会,0771-84-0028,,,,,2009-07-13,2018-03-22,
26000,0000009590,京都府,京丹波町,菓歩菓歩,カポカポ,,,京都府船井郡京丹波町坂原シヨガキ16番地,,35.266096 ,135.398337 ,休日：火曜日、水曜日、冬季不定休,,,11時～18時ランチ　12時～14時,,,安全で安心な原材料を使用したおいしい食べ物を提案するお店。地元産の食材を使ってナチュラルな洋菓子などを販売。,,JR山陰線「和知」駅下車、徒歩30分,普通車10台,車椅子可（要介助）,菓歩菓歩,0771-84-0959,,,,http://www.capocapo.com,2014-02-20,2019-03-08,
26000,0000005970,京都府,京丹波町,ふるさと,フルサト,,,京都府船井郡京丹波町本庄,,35.259936 ,135.397140 ,休日：無休,,,11時～22時（鮎料理6月～、ぼたん鍋11月～）,,"季節の懐石料理　5,000円～ぼたん鍋（付き出し、造り付き）　6,000円～ふぐ料理コース　7,500円～",鮎の懐石やぼたん鍋、季節の料理など和知の山の幸・川の幸を使った料理が楽しめる。,,JR山陰線「和知」駅下車、徒歩5分京都縦貫自動車道「丹波」ICから国道9号～国道27号和知トンネル前交差点左折約3分,,,ふるさと,0771-84-0581,,,,,2009-07-13,2019-12-03,要予約
26000,0000009723,京都府,京丹波町,須知城跡,シュチジョウアト,,,京都府船井郡京丹波町市森,,35.142243 ,135.437954 ,,,,,,,南北朝時代に須知景光によって築城された。天正7年（1579）、明智光秀による丹波侵攻に遭い落城したが、光秀により改修された。城跡には石垣や堀切などの遺構が良好に残っている。場所は琴滝北側の山頂に位置し、京丹波の入り口として見晴らしのよい場所です。,,,,,京丹波町教育委員会,0771-84-0028,,,,,2021-02-15,2021-02-15,
26000,0000003877,京都府,京丹波町,道の駅　和（なごみ）,ミチノエキ　ナゴミ,,,京都府船井郡京丹波町坂原上モジリ11,,35.270231 ,135.397569 ,休日：不定休,,,1月～3月　8時30分～18時4月～12月　8時30分～18時30分,,,大自然がパノラマ式に展望できる由良川左岸に位置し、本町の風土で培われた特産物や農産加工品を提供。わち山野草の森まで徒歩3分程度。道路情報センター、レストラン、バーベキューガーデンなども併設。,,JR山陰線「和知」駅下車、徒歩20分京都縦貫自動車道「京丹波わち」ICから国道27号で約10分京都縦貫自動車道「丹波」ICから国道9号～国道27号で約30分舞鶴若狭道「綾部」ICから国道27号で約20分,90台、大型5台,車椅子可,道の駅　和（なごみ）,0771-84-1008,,,,,2009-07-13,2019-03-08,
26000,0000009542,京都府,京丹波町,京丹波町観光協会,キョウタンバチョウカンコウキョウカイ,,,京都府船井郡京丹波町須知色紙田1番地1,,35.154304 ,135.427615 ,休日：年末年始（12/29～1/3）,,,9時～17時,,"レンタサイクル　1台1日　700円　保証金　1,000円※保証金の1,000円は自転車返却時に返金します。",レンタサイクル有り。（電動アシスト自転車7台）,,JR嵯峨野線「園部」駅からJRバスで約15分「新須知」下車京都縦貫自動車道「丹波」ICから北へ500m,,車椅子可,京丹波町観光協会,0771-89-1717,,,,http://www.kyotamba.org,2012-02-10,2019-03-08,
26000,0000003524,京都府,京丹波町,民宿ほその,ミンシュクホソノ,,,京都府船井郡京丹波町猪鼻中村80,,35.222033 ,135.302443 ,,,,,,"1泊2食付　1人6,500円～（税別）素泊まり　1人4,500円（税別）会席料理（5人以上）　5,000円～（税別）ぼたん鍋、寄せ鍋、各種宴会も承ります。お問い合わせください。",農家が営む宿です。日帰りから宿泊まで楽しんでいただけます。自家農園で栽培した旬の野菜を使った料理が好評です。合宿も受け付けています。,,JR嵯峨野線「園部」駅からJRバスで「桧山」下車、車で10分※桧山より送迎可京都縦貫自動車道「京丹波みずほ」ICから国道9号～国道173号～府道26号経由で約20分,,,民宿ほその,0771-88-0130,,,,,2009-07-13,2019-12-03,要予約
26000,0000009591,京都府,京丹波町,cafe　MOKA,カフェ　モカ,,,京都府船井郡京丹波町富田井爪36,,35.180505 ,135.420649 ,休日：木曜日、第1水曜日,,,8時～19時（土曜日は23時まで）,,,京丹波食の祭典2013で屋台グランプリチャンピオンに輝いた「丹波牛ロコモコ丼」を取り扱うお店。,,京都縦貫自動車道「丹波」ICから国道9号及び、国道27号で綾部方面へ約10km,普通車10台,車椅子不可,cafe　MOKA,0771-82-1816,,,,,2014-02-20,2019-03-08,
26000,0000003876,京都府,京丹波町,ウッディ・パルわち,ウッディ・パルワチ,,,京都府船井郡京丹波町下粟野,,35.302409 ,135.426027 ,休日：無休,,,テント　チェックイン12時　チェックアウト11時コテージ・研修棟　チェックイン14時　チェックアウト10時,,"キャンプ場　入場料　200円（2歳以上）　宿泊料　300円オートキャンプ　1張り　1,030円研修棟（4棟）　1室1時間　520円　1室1泊　7,330円コテージ　1棟1時間　1,050円　宿泊　12,570円（平日）",桜並木の合間にあるキャンプ・宿泊施設。前の清流では、水遊び・魚つかみも楽しめる。手作り石窯でパン・ピザ焼き（要予約）コテージ4、研修棟1、テント利用可能。,,JR山陰線「和知」駅から町営バス「平野橋」下車、徒歩3分（町営バスは日曜日、祝日運休）京都縦貫自動車道「丹波」ICから国道9号～国道27号「升谷」右折25分京都縦貫自動車道「京丹波わち」ICから国道27号「升谷」左折約20分,1台500円,,ウッディ・パルわち,0771-84-2113,,,,,2009-07-13,2021-02-15,緊急事態宣言中は休業しています。
26000,0000009667,京都府,京丹波町,瑞穂マスターズ農園,ミズホマスターズノウエン,,,京都府船井郡京丹波町大朴皿引1-4,,35.164240 ,135.365308 ,休日：要問い合わせ,,,要問い合わせ,,"1区画50平方メートル　年20,000円",京丹波町瑞穂の里で野菜農園にチャレンジ体験できます。農機具貸出無料、牛糞堆肥無料、水道完備。近くに、食事や休憩ができる「道の駅瑞穂の里さらびき」や森林浴レストラン、宿泊施設、スポーツ施設もあります。,,京都縦貫自動車道「京丹波みずほ」ICから国道173号を大阪方面へ約4分,普通車100台,,グリーンランドみずほ株式会社,0771-86-1512,,,,http://www.greenlandmizuho.co.jp,2017-01-26,2021-06-29,
26000,0000003878,京都府,京丹波町,明隆寺観音堂,ミョウリュウジカンノンドウ,,,京都府船井郡京丹波町下粟野,,35.303823 ,135.424238 ,,,,拝観自由,,,建立された時代の判明している村堂としては丹波地方で最も大きく、古い建造物として、国重要文化財に指定されている。本尊の木造観音菩薩立像（町指定文化財）は平安時代後期作の一本造り。御開帳（60年に1回）、三十三体の観音像と四天王像が祀られている。,,JR山陰線「和知」駅から町営バスで「平野橋」下車、徒歩3分京都縦貫自動車道「丹波」ICから国道9号～国道27号「升谷」右折約15分,,,京丹波町教育委員会,0771-84-0028,,,,,2009-07-13,2021-02-15,
26000,0000009573,京都府,京丹波町,みずほ人形の家みやび,ミズホニンギョウノイエミヤビ,,,京都府船井郡京丹波町質美上野ノ下51-2,,35.211554 ,135.387607 ,,,,10時～16時※見学は事前予約が必要（ふるさと人形展の開催期間中は予約不要）,,期間外　大人　200円　小人　100円※ふるさと人形展の開催期間中は無料,"懐かしい土人形や昔の名力士の人形など約2,000体が飾られている。3月下旬～4月上旬にふるさと人形展開催。",,京都縦貫自動車道「京丹波みずほ」ICから約10分,普通車10台,,京丹波町教育委員会,0771-84-0028,,,,,2013-02-19,2021-02-15,
26000,0000003879,京都府,京丹波町,わち山野草の森,ワチサンヤソウノモリ,,,京都府船井郡京丹波町坂原シヨガキ5,,35.265826 ,135.398087 ,休日：火曜日、年末年始（12/29～1/4）1月～2月は水曜日も休日の場合があります。※ゴールデンウィークは無休,,,9時～17時（16時までに入園）,,大人310円、小人210円※団体（15人以上）割引有り,総面積12万平方メートルにも及ぶ、自然をそのまま生かした公園。山野草や樹木、果樹など合わせて約900種類の植物があり変化に富んだ四季折々の花などが楽しめる。年間15回を超える山野草展をはじめ、木工クラフト、苔玉・寄せ植えなどの体験メニューも豊富。,,JR山陰線「和知」駅下車、徒歩30分京都縦貫自動車道「京丹波わち」ICから国道27号で約10分舞鶴若狭道「綾部」ICから国道27号で約20分,約50台,車椅子可（要介助）,わち山野草の森,0771-84-2041,,,,http://www.ktb.zaq.ne.jp/gfals309/,2009-07-13,2021-06-29,
26000,0000009728,京都府,京丹波町,ステンドグラス遊園地　JAHPON LAND,ステンドグラスユウエンチ　ジャーポンランド,,,京都府船井郡京丹波町橋爪桧山89,,35.176246 ,135.376048 ,休日：不定休（年末年始、お盆、大型連休はお問い合わせください。）,,,10時～17時（体験受付は前日の17時まで）,,"3,000円～お子様は6歳から（保護者同伴）","まるで美術館のような工房。ワクワクするような、ちょっと変わったステンドグラス作品に囲まれた工房で体験が出来ます。製作ももちろんですが、工房内の様々な作品を目で見て楽しんで頂くこともできる体験施設です。ジャーポンランドは京丹波の自然豊かな場所にあります。天気のいい日は外で体験をしていただくことも可能です。 他の施設ではなかなか作成できない個性的な作品をお作りいただけます。ジャーポンランドならではのセンスが光る体験をお楽しみください。『レギュラーのステンドグラス　虹、鳥、気球』（3000円　制作時間２時間前後）『ビヨヨンUFO』（4000円　制作時間２時間前後）タコ宇宙人がサンドブラスト技法により彫り込まれた面白い動きをするUFOです。『ケーキのキャンドルホルダー』（6500円　制作時間　３時間～４時間）鏡にケーキの模様を彫り込んだパーツを使って、立体のステンドグラスに挑戦していただきます。鏡以外の部分は細かいガラスを自由に組み合わせて世界でたった一つのケーキのキャンドルホルダーが作成できます。キャンドルをともすとサンドブラストで掘ったクリームやイチゴの部分に明かりが入ってとても綺麗です。他にも、お好きなモチーフでお作りになりたいというご要望も可能です。体験はご予約お願いします。""",,JR嵯峨野線「園部」駅からJRバス（園部線桧山行）で約20分「桧山」下車京都縦貫自動車道「丹波」IC、または「京丹波みずほ」ICから10分,普通車5台、大型バス1台,車椅子可（要介助、要事前連絡）車椅子対応トイレなし補助犬同行可,ステンドグラス遊園地　JAHPON LAND,0771-88-5044,,,,http://www.jahpon.com,2021-03-24,2021-05-27,
26000,0000003887,京都府,京丹波町,丹波ワインハウス,タンバワインハウス,,,京都府船井郡京丹波町豊田千原83,,35.171575 ,135.396877 ,休日：ショップ　木曜日定休、年末年始レストラン　水・木曜日定休、年末年始,,,ワイン工場見学（要問い合わせ）ショップ　10時～17時レストラン　月・火・金・土・日・祝（営業）、4月～11月までバーベキューを実施（要予約）　12時～14時（最終入店）、16時閉店,,,自社ワイン工場で、醸造・生産ライン・葡萄畑の見学・試飲が可能。常時30種類以上のワインとワインを使用したオリジナル食品を販売。レストランでは地元の野菜を中心に、京丹波で採れたジビエ料理などを各種ワインと共に味わえます。,,JR嵯峨野線「園部」駅からJRバスで約20分「丹波高原」下車、徒歩10分,,,丹波ワインハウス,0771-82-2003,,,,,2009-07-13,2021-02-15,現在、緊急事態宣言再発令に伴い、お客様へのコロナウイルス感染拡大防止に努めており、工場見学・試飲・レストラン（店内提供）を一時休止しています。その他、新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・アルコール消毒液の設置・店内換気・スタッフの検温・飛沫防止シートの設置・空気清浄機の常時稼働・定期的な店内アルコール消毒
26000,0000009570,京都府,京丹波町,丹波高原朝採り野菜市,タンバコウゲンアサドリヤサイイチ,,,京都府船井郡京丹波町須知色紙田3番地5　道の駅丹波マーケスうるおい館,,35.154977 ,135.428699 ,,,,毎週火曜日、木曜日、土曜日、日曜日開催8時～13時,,,採れたて野菜、丹波黒大豆、丹波大納言、丹波黒枝豆、丹波栗、特産物加工品などを販売。,,JR嵯峨野線「園部」駅からJRバスで約15分「新須知」下車京都縦貫自動車道「丹波」ICから北へ500m,普通車550台、大型バス8台,,丹波高原朝採り野菜部会,0771-52-1125,,,,,2013-02-19,2019-12-03,
26000,0000005973,京都府,京丹波町,有限会社長老,チョウロウ,,,京都府船井郡京丹波町本庄,,35.259787 ,135.401794 ,休日：日曜日,,,8時～19時※酒造見学は期間限定12月～2月、定員要相談、予約制,,,1903年創業。京丹波の豊かな清流と品質の良い米を使った、飲みやすく、まろやかな口当たりの清酒。代表銘柄「長老」〈主な使用米〉五百万石・京の輝き〈特徴〉ほど良い香りの旨口【販売店舗】蔵元・小売店京丹波町各道の駅ネット販売有り,,JR山陰線「和知」駅下車、徒歩5分,,,有限会社長老,0771-84-0018,,,,,2009-07-13,2021-02-15,
26000,0000009643,京都府,京丹波町,京丹波　味夢の里,キョウタンバ　アジムノサト,,,京都府船井郡京丹波町曽根深シノ65番地1,,35.155992 ,135.416150 ,休日：無休,,,京丹波マルシェ　6時～21時レストラン　11時～15時、17時～20時（ラストオーダー19時30分）フードコート　10時～20時（ラストオーダー19時30分）京丹波ステーション　7時～20時（コンシェルジュ対応時間は9時～18時）※季節により営業時間が異なります。,,,古民家のシルエットをモチーフにした外観と温かみのある桧を使用した木の香りとぬくもりが感じられる癒しの空間として、京丹波マルシェ、京丹波ステーション、丹波里山レストラン、大食堂、特産品工房、オープンカフェ、コンコース、交流広場、パウダールームトイレなどを設置しています。また、高速道と一般道の両方から共用できます。,,名神高速道路「京都南」ICから約40分京都縦貫自動車道「丹波」ICから国道9号～府道444号で約8分京都縦貫自動車道「京丹波わち」ICから国道27号～国道9号で約40分,普通車150台、大型バス36台,車椅子可車椅子対応トイレ有り（パウダールーム完備）授乳室有り,京丹波　味夢の里,0771-89-2310,,,,http://ajim.info/,2015-12-03,2019-03-08,
26000,0000009574,京都府,京丹波町,京丹波町和知B&G海洋センターカヌー艇庫・クラブハウス,キョウタンバチョウワチカイヨウセンター,,,京都府船井郡京丹波町坂原シヨガキ20,,35.266626 ,135.383554 ,休日：11月～3月,,,9時～17時,,"宿泊　1人（小学生以上）2,100円時間使用　9時～17時　1時間1,260円　17時～22時　1時間1,570円カヌー艇庫利用料　1人200円カヌー艇使用料　1人1,050円",カヌー体験ができる。カヌークラブハウス、宿泊所、カヌー艇庫完備。,,JR山陰線「和知」駅下車、徒歩20分京都縦貫自動車道「丹波」ICから国道9号～国道27号で20分,普通車20台,,京丹波町教育委員会,0771-84-0028,,,,,2013-02-19,2021-02-15,要予約※カヌー利用は小学3年生以上（2人以上）
26000,0000009576,京都府,京丹波町,小畑万歳,オバタマンザイ,,,京都府船井郡京丹波町小畑,,,,,,,,,,江戸時代、毎年正月に現在の兵庫県あたりから来た3人が各戸をまわり、玄関で万歳を披露していた。その衣装が小畑区の民家に残っていたことから、昭和9年（1934）に安栖里区の耕地整理事業の竣工式で小畑の有志3人が播磨流の万歳を披露したのが始まりとされている。3人1組で演じる古典万歳で、烏帽子に羽織袴の太夫が舞い、才蔵が鼓を打ちながらおどけ役を演じる。鼓の音に合わせて演奏する三味線、台詞の中にその土地の風土や行事などの即興句を盛り込むのが特徴。京都府無形民俗文化財に登録されている。道の駅「和（なごみ）」道路情報センターで定期上演。,,〈道の駅「和」〉JR山陰線「和知」駅下車、徒歩20分京都縦貫自動車道「京丹波わち」ICから国道27号で約10分舞鶴若狭道「綾部」ICから国道27号で約20分,,,京丹波町教育委員会,0771-84-0028,,,,,2013-02-19,2021-02-15,上演案内は道路情報センターTEL.0771-84-1522
26000,0000003673,京都府,南丹市,南丹市国際交流会館,ナンタンシコクサイコウリュウカイカン,,,京都府南丹市園部町小桜町,,35.106696 ,135.470858 ,休日：月曜日、祝日、年末年始,,,9時～22時（受付、問い合わせは17時30分まで）,,入館無料施設利用は有料,市の情報発信基地。園部城をイメージした外観。堀の役割を兼ねたプール、伝統的な茅葺民家を再現した展示ホールなど、城下町の雰囲気をかもし出すつくり。イベントホールや展望談話室、全国有数のCATVスタジオなど近代的設備も完備している。,,JR嵯峨野線「園部」駅から京阪京都交通バスで「国際交流会館前」下車京都縦貫自動車道「園部」ICから5分,123台,,南丹市国際交流会館,0771-63-1777,,,,,2009-07-13,2021-02-25,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・利用人数の制限（各室定員の半数）・マスク着用、手洗い、換気・ソーシャルディスタンス
26000,0000009647,京都府,南丹市,蔵元直売店　美山路「酒の館」美山蔵,クラモトチョクバイテン　ミヤマジ「サケノヤカタ」ミヤマグラ,,,京都府南丹市美山町南新高瀬13,,35.304544 ,135.623904 ,休日：水曜日、木曜日、盆、正月,,,9時～17時,,,日本酒直売店、お酒関連グッズ、調味料や漬物、地場産品など,,JR山陰線「日吉」駅から南丹市営バスで「南」下車、徒歩1分,普通車40台、大型バス8台,車椅子一部可,蔵元直売店　美山路「酒の館」美山蔵,0771-77-0007,,,,http://okinazuru.co.jp/,2015-12-08,2021-02-24,新型コロナウイルス感染症拡大防止対策として、現在酒蔵見学は中止しています。（令和2年7月～）その他、消毒液の設置、換気・清掃、マスク着用を行っています。
26000,0000003512,京都府,南丹市,観光農園江和ランド,カンコウノウエンエワランド,,,京都府南丹市美山町江和,,35.318651 ,135.651710 ,,,,契約期間　4/1～12月末,,"農園1区画　10,000円",自然に親しみながら安全で新鮮な野菜づくりが楽しめる施設。農園面積は45ha、1区画15平方メートルが4区画からなる。家族単位で利用できる長期滞在施設あり。バーベキュー、ボタン鍋などの用意もできる。,,JR山陰線「日吉」駅から南丹市営バスで「江和」下車,10台、無料,,観光農園江和ランド,0771-77-0330,,,,https://sites.google.com/view/ewaland,2009-07-13,2021-06-29,美山町ガイドラインに準じて対応しています。
26000,0000009711,京都府,南丹市,京都イルミネーション　シナスタジアヒルズ　るり渓温泉,キョウトイルミネーション　シナスタジアヒルズ　ルリケイオンセン,,,京都府南丹市園部町大河内広谷1-14,,35.031229 ,135.397442 ,休日：不定休（メンテナンス日あり）,,,日没～22時（最終入場21時30分）,,"大人（小人半額）　平日　1,000円　土曜日、日曜日、祝日　1,200円※クリスマス（12/21～12/25）は1,800円",共感覚をコンセプトに一年中楽しめるナイトスポット。光のアートに壮大な音楽が融合し、光の森に迷い込んだかのような感覚に誘います。,,JR嵯峨野線「園部」駅から京阪京都交通バス（八田線）で「八田」下車、ぐるりんバスに乗り換え「南八田」から「奥るり渓」下車京都縦貫自動車道「園部」ICから車で20分阪神方面から国道173号を綾部方面へ、はらがたわトンネルを出てすぐ右折で5分（グループ、団体は送迎バス有り）※園部駅西口、日生中央駅から無料シャトルバス有り,約700台,,京都イルミネーション　シナスタジアヒルズ　るり渓温泉,0771-65-5001,,,,http://www.synesthesia-hills.jp,2019-12-02,2021-02-24,新型コロナウイルスに対する予防対策実施しています。詳細はホームページ（https://rurikei.jp/news/post-3553.html）をご確認ください。
26000,0000005959,京都府,南丹市,西京都パラグライダー練習場,ニシキョウトパラグライダーレンシュウジョウ,,,京都府南丹市八木町玉ノ井,,35.079796 ,135.507028 ,休日：年中無休,,,9時30分～16時（気象により変更有り）※要予約,,"チャレンジコース　7,000円入門コース（3ヶ月）　4回25,000円※税別",八木町の自然の地形を利用した、初心者向けの緩やかなコース。1日、2日体験コースとライセンス取得コースがあり、その日のうちに浮遊感が楽しめる。,,JR嵯峨野線「吉富」駅下車、現地まで送迎有り,,,BIRDSパラグライダースクール,090-2285-7243,,,,http://birds-para.com/,2009-07-13,2021-02-25,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・スタッフのマスク着用、体調管理・手洗い消毒の徹底・消毒液の設置・道具類の消毒
26000,0000009540,京都府,南丹市,JR日吉駅レンタサイクル,ヒヨシエキレンタサイクル,,,京都府南丹市日吉町保野田市野,,35.162880 ,135.503225 ,,,,,,"1台につき1日1,100円4時間以上550円4時間未満330円（1台につき保証金1,000円、返却時に返金）",,,JR山陰線「日吉」駅下車,,,南丹市役所日吉支所,0771-68-0030,,,,,2012-02-09,2019-12-02,
26000,0000007558,京都府,南丹市,道の駅　京都新光悦村,ミチノエキ　キョウトシンコウエツムラ,,,京都府南丹市園部町曽我谷縄手15-3,,35.123787 ,135.482190 ,休日：月曜日（祝日は営業、翌日休み）、年末年始,,,9時～18時,,,京都縦貫自動車道園部ICをおりてすぐにある道の駅。地元特産品を豊富に取りそろえた物産コーナー、園部町つつじの会の加工品コーナー、寿し・弁当の販売や喫茶コーナーなどが整備されている。また、地元で収穫した野菜の朝市も開かれる。地元産米は好みに応じて精米（有料）できる。,,京都縦貫自動車道「園部」ICからすぐJR嵯峨野線「園部」駅から車で5分,大型車駐車場7台、小型車用駐車場56台、身体障がい者用3台、二輪車専用駐車場,車椅子可,道の駅　京都新光悦村,0771-68-1100,,,,http://www.ekikouetsu.com,2009-07-13,2021-02-24,新型コロナウイルス感染症拡大防止対策として、手指の消毒、換気、マスク着用、ソーシャルディスタンスの実施を行っています。
26000,0000009710,京都府,南丹市,GRAX HANARE　京都るり渓,グラックス ハナレ　キョウトルリケイ,,,京都府南丹市園部町大河内広谷1-8,,35.031466 ,135.397650 ,休日：年中無休,,,14時～翌11時,,"グランピングヴァケーションヴィラ　14,000円～グランピングヴァケーションヴィラ・ツキヨテラス　15,000円～※すべて税別夕・朝食付き、シナスタジアヒルズ入場料込み（土・日・祝日は500円）※滞在中、るり渓温泉が無料で利用できる。（ランタンテラスを含む）","アウトドアの開放感と離れ""のようなくつろぎ。自然の中で体感するバケーションの贅沢、快適に楽しむグランピングが体験できる。""",,JR嵯峨野線「園部」駅から京阪京都交通バス（八田線）で「八田」下車、ぐるりんバスに乗り換え「南八田」から「奥るり渓」下車京都縦貫自動車道「園部」ICから車で20分阪神方面から国道173号を綾部方面へ、はらがたわトンネルを出てすぐ右折で5分（グループ、団体は送迎バス有り）※園部駅西口、日生中央駅から無料シャトルバス有り,1棟につき1台の駐車スペース有り、2台目以降は一般駐車場を利用,,GRAX HANARE　京都るり渓,0771-65-5001,,,,http://www.graxhanare.jp,2019-12-02,2021-05-27,新型コロナウイルスに対する予防対策実施しています。詳細はホームページ（https://rurikei.jp/news/post-3553.html）をご確認ください。
26000,0000008351,京都府,南丹市,園部ビューホテル,ソノベビューホテル,,,京都府南丹市園部町小山東町西山2番地,,35.105795 ,135.480408 ,休日：無休,,,チェックイン　16時チェックアウト　10時,,"シングル　5,800円シングル　夕食付　6,700円ツイン　10,600円ツイン　夕食付　12,400円各種クレジットカード利用可長期・連泊・団体割引有（要問い合せ） 全プラン朝食付",1階　フロント、ロビー2階、3階　客室喫茶・レストラン多目的野外広場園部ビューホテル別館（キッチン付マンションタイプ）自動販売機コーナー、マッサージチェア等,,JR嵯峨野線「園部」駅下車、徒歩7分京阪京都交通バス「園部駅前」下車、徒歩5分京都縦貫自動車道「八木西」IC、または京都縦貫自動車道「園部」ICから車で5分,大型車輌可、乗用車150台、無料,,園部ビューホテル,0771-62-1481　,,,,http://sonobe-viewhotel.maeda-kogyo.net/,2009-07-13,2021-02-24,新型コロナウイルス感染症拡大防止対策として消毒液の設置、マスク着用、換気を行っています。
26000,0000009539,京都府,南丹市,株式会社山田製油　胡麻工場,ヤマダセイユ　ゴマコウジョウ,,,京都府南丹市日吉町胡麻ミロク27-10,,35.203489 ,135.460299 ,休日：土曜日、日曜日、祝日、お盆、年末年始,,,9時～17時,,無料,胡麻油製造見学。所要時間／約30分※要事前予約,,JR山陰線「胡麻」駅下車、徒歩15分京都縦貫自動車道「丹波」ICから8分,普通車3台、無料,車椅子不可,株式会社山田製油　胡麻工場,0771-74-3131,,,,http://www.henko.co.jp/,2012-02-09,2021-02-25,新型コロナウイルス感染症拡大防止対策のため工場見学を中止しています。
26000,0000003756,京都府,南丹市,虹の湖パターゴルフ場,ニジノコパターゴルフジョウ,,,京都府南丹市美山町樫原,,35.267522 ,135.468006 ,,,,4月～6月、9月～11月の土曜日、日曜日、祝日、イベント時営業9時～16時,,パターゴルフ　大人　800円　　小学生以下　200円グラウンドゴルフ　400円シクロクロス　500円,天然芝の1コース（18ホール）で、パターゴルフが楽しめる。その他、グラウンドゴルフ3コース、シクロクロス練習用コースがある。,,JR山陰線「和知」駅から南丹市営バス（静原行き）で「大野ダム」下車,20台,,虹の湖パターゴルフ場,0771-75-0991,,,,https://miyamaoono.com/putter%20golf,2009-07-13,2021-02-24,平日予約は0771-75-0991
26000,0000009455,京都府,南丹市,料理旅館　枕川楼,リョウリリョカン　チンセンロウ,,,京都府南丹市美山町中,,35.313588 ,135.640765 ,休日：不定休,,,,,,かやぶきの里[北村]の近くにあり、四季によって様々な表情をみせる山間に佇むお宿です。美山が育んだ食材で春の山菜、夏の鮎、秋の松茸、冬の猪・鹿と訪れる季節ごとお料理を提供致しております。,,JR山陰線「日吉」駅から南丹市営バスで「知見口」下車,普通車5台、大型1台,,料理旅館　枕川楼,0771-77-0003,,,,http://www.chinsen-miyama.jp/,2011-07-26,2021-02-24,新型コロナウイルス感染症拡大防止対策として下記の取り組みを行っています。・アルコール消毒液の設置・フロント、ロビーの換気・フロントカウンターにアクリル板設置・共用部の消毒強化・空気清浄機設置・社員の健康管理、衛生面の徹底・1日1組（宿泊）限定
